Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Control_RNA_seq	Hypoxia_RNA_seq	C1_5	C2_6	C4_7	H1_5	H3_8	H5_7
Chr3:55098509-55098509	3	55098509	55098509		null					Not found	0	0.013718899339437485	1.2599507570266724	0.0	0.0	0.041156698018312454	0.252979576587677	3.5268728733062744	0.0
Chr3:55098510-55098510	3	55098510	55098510		null					Not found	0	0.013718899339437485	1.2908881902694702	0.0	0.0	0.041156698018312454	0.252979576587677	3.619685173034668	0.0
Chr3:55098511-55098511	3	55098511	55098511		null					Not found	0	0.013718899339437485	1.2908881902694702	0.0	0.0	0.041156698018312454	0.252979576587677	3.619685173034668	0.0
Chr3:55098512-55098512	3	55098512	55098512		null					Not found	0	0.013718899339437485	1.2908881902694702	0.0	0.0	0.041156698018312454	0.252979576587677	3.619685173034668	0.0
Chr3:55098513-55098513	3	55098513	55098513		null					Not found	0	0.013718899339437485	1.3837007284164429	0.0	0.0	0.041156698018312454	0.252979576587677	3.898122549057007	0.0
Chr3:55098514-55098514	3	55098514	55098514		null					Not found	0	0.013718899339437485	1.4301069974899292	0.0	0.0	0.041156698018312454	0.252979576587677	4.037341117858887	0.0
Chr3:55098515-55098515	3	55098515	55098515		null					Not found	0	0.013718899339437485	1.5229195356369019	0.0	0.0	0.041156698018312454	0.252979576587677	4.315778732299805	0.0
Chr3:55098516-55098516	3	55098516	55098516		null					Not found	0	0.013718899339437485	1.6930755376815796	0.0	0.0	0.041156698018312454	0.252979576587677	4.826246738433838	0.0
Chr3:55098517-55098517	3	55098517	55098517		null					Not found	0	0.013718899339437485	1.6930755376815796	0.0	0.0	0.041156698018312454	0.252979576587677	4.826246738433838	0.0
Chr3:55098518-55098518	3	55098518	55098518		null					Not found	0	0.013718899339437485	1.7085442543029785	0.0	0.0	0.041156698018312454	0.252979576587677	4.872653007507324	0.0
Chr3:55098519-55098519	3	55098519	55098519		null					Not found	0	0.013718899339437485	1.7240129709243774	0.0	0.0	0.041156698018312454	0.252979576587677	4.9190592765808105	0.0
Chr3:55098520-55098520	3	55098520	55098520		null					Not found	0	0.013718899339437485	1.739481806755066	0.0	0.0	0.041156698018312454	0.252979576587677	4.965465545654297	0.0
Chr3:55098521-55098521	3	55098521	55098521		null					Not found	0	0.013718899339437485	1.739481806755066	0.0	0.0	0.041156698018312454	0.252979576587677	4.965465545654297	0.0
Chr3:55098522-55098522	3	55098522	55098522		null					Not found	0	0.013718899339437485	1.7549505233764648	0.0	0.0	0.041156698018312454	0.252979576587677	5.011871814727783	0.0
Chr3:55098523-55098523	3	55098523	55098523		null					Not found	0	0.013718899339437485	1.7549505233764648	0.0	0.0	0.041156698018312454	0.252979576587677	5.011871814727783	0.0
Chr3:55098524-55098524	3	55098524	55098524		null					Not found	0	0.013718899339437485	1.7549505233764648	0.0	0.0	0.041156698018312454	0.252979576587677	5.011871814727783	0.0
Chr3:55098525-55098525	3	55098525	55098525		null					Not found	0	0.013718899339437485	1.7549505233764648	0.0	0.0	0.041156698018312454	0.252979576587677	5.011871814727783	0.0
Chr3:55098526-55098526	3	55098526	55098526		null					Not found	0	0.013718899339437485	1.7549505233764648	0.0	0.0	0.041156698018312454	0.252979576587677	5.011871814727783	0.0
Chr3:55098527-55098527	3	55098527	55098527		null					Not found	0	0.013718899339437485	1.7704192399978638	0.0	0.0	0.041156698018312454	0.252979576587677	5.0582780838012695	0.0
Chr3:55098528-55098528	3	55098528	55098528		null					Not found	0	0.013718899339437485	1.7704192399978638	0.0	0.0	0.041156698018312454	0.252979576587677	5.0582780838012695	0.0
Chr3:55098529-55098529	3	55098529	55098529		null					Not found	0	0.013718899339437485	1.7858880758285522	0.0	0.0	0.041156698018312454	0.252979576587677	5.104684352874756	0.0
Chr3:55098530-55098530	3	55098530	55098530		null					Not found	0	0.013718899339437485	1.8013567924499512	0.0	0.0	0.041156698018312454	0.252979576587677	5.151090621948242	0.0
Chr3:55098531-55098531	3	55098531	55098531		null					Not found	0	0.013718899339437485	1.847762942314148	0.0	0.0	0.041156698018312454	0.252979576587677	5.290308952331543	0.0
Chr3:55098532-55098532	3	55098532	55098532		null					Not found	0	0.013718899339437485	1.8787003755569458	0.0	0.0	0.041156698018312454	0.252979576587677	5.383121490478516	0.0
Chr3:55098533-55098533	3	55098533	55098533		null					Not found	0	0.013718899339437485	1.8941692113876343	0.0	0.0	0.041156698018312454	0.252979576587677	5.429527759552002	0.0
Chr3:55098534-55098534	3	55098534	55098534		null					Not found	0	0.013718899339437485	1.8941692113876343	0.0	0.0	0.041156698018312454	0.252979576587677	5.429527759552002	0.0
Chr3:55098535-55098535	3	55098535	55098535		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098536-55098536	3	55098536	55098536		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098537-55098537	3	55098537	55098537		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098538-55098538	3	55098538	55098538		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098539-55098539	3	55098539	55098539		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098540-55098540	3	55098540	55098540		null					Not found	0	0.013718899339437485	1.9715129137039185	0.0	0.0	0.041156698018312454	0.252979576587677	5.661559104919434	0.0
Chr3:55098541-55098541	3	55098541	55098541		null					Not found	0	0.013718899339437485	1.986981749534607	0.0	0.0	0.041156698018312454	0.252979576587677	5.70796537399292	0.0
Chr3:55098542-55098542	3	55098542	55098542		null					Not found	0	0.013718899339437485	1.986981749534607	0.0	0.0	0.041156698018312454	0.252979576587677	5.70796537399292	0.0
Chr3:55098543-55098543	3	55098543	55098543		null					Not found	0	0.013718899339437485	1.986981749534607	0.0	0.0	0.041156698018312454	0.252979576587677	5.70796537399292	0.0
Chr3:55098544-55098544	3	55098544	55098544		null					Not found	0	0.013718899339437485	2.0179190635681152	0.0	0.0	0.041156698018312454	0.252979576587677	5.800777435302734	0.0
Chr3:55098545-55098545	3	55098545	55098545		null					Not found	0	0.013718899339437485	2.0333878993988037	0.0	0.0	0.041156698018312454	0.252979576587677	5.847183704376221	0.0
Chr3:55098546-55098546	3	55098546	55098546		null					Not found	0	0.013718899339437485	2.057342290878296	0.0	0.0	0.041156698018312454	0.0	6.172027111053467	0.0
Chr3:55098547-55098547	3	55098547	55098547		null					Not found	0	0.013718899339437485	2.0728111267089844	0.0	0.0	0.041156698018312454	0.0	6.218433380126953	0.0
Chr3:55098548-55098548	3	55098548	55098548		null					Not found	0	0.013718899339437485	2.0728111267089844	0.0	0.0	0.041156698018312454	0.0	6.218433380126953	0.0
Chr3:55098549-55098549	3	55098549	55098549		null					Not found	0	0.013718899339437485	2.088279962539673	0.0	0.0	0.041156698018312454	0.0	6.2648396492004395	0.0
Chr3:55098550-55098550	3	55098550	55098550		null					Not found	0	0.013718899339437485	2.1810925006866455	0.0	0.0	0.041156698018312454	0.0	6.543277263641357	0.0
Chr3:55098551-55098551	3	55098551	55098551		null					Not found	0	0.013718899339437485	2.2584359645843506	0.0	0.0	0.041156698018312454	0.0	6.775308132171631	0.0
Chr3:55098552-55098552	3	55098552	55098552		null					Not found	0	0.013718899339437485	2.2584359645843506	0.0	0.0	0.041156698018312454	0.0	6.775308132171631	0.0
Chr3:55098553-55098553	3	55098553	55098553		null					Not found	0	0.013718899339437485	2.273904800415039	0.0	0.0	0.041156698018312454	0.0	6.821714401245117	0.0
Chr3:55098554-55098554	3	55098554	55098554		null					Not found	0	0.013718899339437485	2.2893736362457275	0.0	0.0	0.041156698018312454	0.0	6.8681206703186035	0.0
Chr3:55098555-55098555	3	55098555	55098555		null					Not found	0	0.013718899339437485	2.304842233657837	0.0	0.0	0.041156698018312454	0.0	6.91452693939209	0.0
Chr3:55098556-55098556	3	55098556	55098556		null					Not found	0	0.013718899339437485	2.304842233657837	0.0	0.0	0.041156698018312454	0.0	6.91452693939209	0.0
Chr3:55098557-55098557	3	55098557	55098557		null					Not found	0	0.013718899339437485	2.304842233657837	0.0	0.0	0.041156698018312454	0.0	6.91452693939209	0.0
Chr3:55098558-55098558	3	55098558	55098558		null					Not found	0	0.013718899339437485	2.3667171001434326	0.0	0.0	0.041156698018312454	0.0	7.100151538848877	0.0
Chr3:55098559-55098559	3	55098559	55098559		null					Not found	0	0.013718899339437485	2.382185935974121	0.0	0.0	0.041156698018312454	0.0	7.146557807922363	0.0
Chr3:55098560-55098560	3	55098560	55098560		null					Not found	0	0.013718899339437485	2.4285922050476074	0.0	0.0	0.041156698018312454	0.0	7.285776615142822	0.0
Chr3:55098561-55098561	3	55098561	55098561		null					Not found	0	0.013718899339437485	2.444061040878296	0.0	0.0	0.041156698018312454	0.0	7.332182884216309	0.0
Chr3:55098562-55098562	3	55098562	55098562		null					Not found	0	0.013718899339437485	2.444061040878296	0.0	0.0	0.041156698018312454	0.0	7.332182884216309	0.0
Chr3:55098563-55098563	3	55098563	55098563		null					Not found	0	0.013718899339437485	2.4749984741210938	0.0	0.0	0.041156698018312454	0.0	7.424995422363281	0.0
Chr3:55098564-55098564	3	55098564	55098564		null					Not found	0	0.013718899339437485	2.4749984741210938	0.0	0.0	0.041156698018312454	0.0	7.424995422363281	0.0
Chr3:55098565-55098565	3	55098565	55098565		null					Not found	0	0.013718899339437485	2.4904673099517822	0.0	0.0	0.041156698018312454	0.0	7.471401691436768	0.0
Chr3:55098566-55098566	3	55098566	55098566		null					Not found	0	0.013718899339437485	2.4904673099517822	0.0	0.0	0.041156698018312454	0.0	7.471401691436768	0.0
Chr3:55098567-55098567	3	55098567	55098567		null					Not found	0	0.013718899339437485	2.4904673099517822	0.0	0.0	0.041156698018312454	0.0	7.471401691436768	0.0
Chr3:55098568-55098568	3	55098568	55098568		null					Not found	0	0.013718899339437485	2.5368733406066895	0.0	0.0	0.041156698018312454	0.0	7.610620021820068	0.0
Chr3:55098569-55098569	3	55098569	55098569		null					Not found	0	0.013718899339437485	2.5368733406066895	0.0	0.0	0.041156698018312454	0.0	7.610620021820068	0.0
Chr3:55098570-55098570	3	55098570	55098570		null					Not found	0	0.013718899339437485	2.5678107738494873	0.0	0.0	0.041156698018312454	0.0	7.703432559967041	0.0
Chr3:55098571-55098571	3	55098571	55098571		null					Not found	0	0.013718899339437485	2.583279609680176	0.0	0.0	0.041156698018312454	0.0	7.749838829040527	0.0
Chr3:55098572-55098572	3	55098572	55098572		null					Not found	0	0.013718899339437485	2.5678107738494873	0.0	0.0	0.041156698018312454	0.0	7.703432559967041	0.0
Chr3:55098573-55098573	3	55098573	55098573		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098574-55098574	3	55098574	55098574		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098575-55098575	3	55098575	55098575		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098576-55098576	3	55098576	55098576		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098577-55098577	3	55098577	55098577		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098578-55098578	3	55098578	55098578		null					Not found	0	0.013718899339437485	2.5678107738494873	0.0	0.0	0.041156698018312454	0.0	7.703432559967041	0.0
Chr3:55098579-55098579	3	55098579	55098579		null					Not found	0	0.013718899339437485	2.5368733406066895	0.0	0.0	0.041156698018312454	0.0	7.610620021820068	0.0
Chr3:55098580-55098580	3	55098580	55098580		null					Not found	0	0.013718899339437485	2.5368733406066895	0.0	0.0	0.041156698018312454	0.0	7.610620021820068	0.0
Chr3:55098581-55098581	3	55098581	55098581		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098582-55098582	3	55098582	55098582		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098583-55098583	3	55098583	55098583		null					Not found	0	0.013718899339437485	2.6451547145843506	0.0	0.0	0.041156698018312454	0.0	7.935463905334473	0.0
Chr3:55098584-55098584	3	55098584	55098584		null					Not found	0	0.013718899339437485	2.6451547145843506	0.0	0.0	0.041156698018312454	0.0	7.935463905334473	0.0
Chr3:55098585-55098585	3	55098585	55098585		null					Not found	0	0.013718899339437485	2.6451547145843506	0.0	0.0	0.041156698018312454	0.0	7.935463905334473	0.0
Chr3:55098586-55098586	3	55098586	55098586		null					Not found	0	0.013718899339437485	2.691560745239258	0.0	0.0	0.041156698018312454	0.0	8.074682235717773	0.0
Chr3:55098587-55098587	3	55098587	55098587		null					Not found	0	0.013718899339437485	2.629685878753662	0.0	0.0	0.041156698018312454	0.0	7.889057636260986	0.0
Chr3:55098588-55098588	3	55098588	55098588		null					Not found	0	0.013718899339437485	2.629685878753662	0.0	0.0	0.041156698018312454	0.0	7.889057636260986	0.0
Chr3:55098589-55098589	3	55098589	55098589		null					Not found	0	0.013718899339437485	2.521404504776001	0.0	0.0	0.041156698018312454	0.0	7.564213752746582	0.0
Chr3:55098590-55098590	3	55098590	55098590		null					Not found	0	0.013718899339437485	2.5368733406066895	0.0	0.0	0.041156698018312454	0.0	7.610620021820068	0.0
Chr3:55098591-55098591	3	55098591	55098591		null					Not found	0	0.013718899339437485	2.5059359073638916	0.0	0.0	0.041156698018312454	0.0	7.517807960510254	0.0
Chr3:55098592-55098592	3	55098592	55098592		null					Not found	0	0.013718899339437485	2.5987484455108643	0.0	0.0	0.041156698018312454	0.0	7.796245098114014	0.0
Chr3:55098593-55098593	3	55098593	55098593		null					Not found	0	0.013718899339437485	2.6142170429229736	0.0	0.0	0.041156698018312454	0.0	7.8426513671875	0.0
Chr3:55098594-55098594	3	55098594	55098594		null					Not found	0	0.013718899339437485	2.521404504776001	0.0	0.0	0.041156698018312454	0.0	7.564213752746582	0.0
Chr3:55098595-55098595	3	55098595	55098595		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098596-55098596	3	55098596	55098596		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098597-55098597	3	55098597	55098597		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098598-55098598	3	55098598	55098598		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098599-55098599	3	55098599	55098599		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098600-55098600	3	55098600	55098600		null					Not found	0	0.013718899339437485	2.2274985313415527	0.0	0.0	0.041156698018312454	0.0	6.682495594024658	0.0
Chr3:55098601-55098601	3	55098601	55098601		null					Not found	0	0.013718899339437485	2.1810925006866455	0.0	0.0	0.041156698018312454	0.0	6.543277263641357	0.0
Chr3:55098602-55098602	3	55098602	55098602		null					Not found	0	0.013718899339437485	2.196561098098755	0.0	0.0	0.041156698018312454	0.0	6.589683532714844	0.0
Chr3:55098603-55098603	3	55098603	55098603		null					Not found	0	0.013718899339437485	2.196561098098755	0.0	0.0	0.041156698018312454	0.0	6.589683532714844	0.0
Chr3:55098604-55098604	3	55098604	55098604		null					Not found	0	0.013718899339437485	2.1501548290252686	0.0	0.0	0.041156698018312454	0.0	6.450464725494385	0.0
Chr3:55098605-55098605	3	55098605	55098605		null					Not found	0	0.013718899339437485	2.1501548290252686	0.0	0.0	0.041156698018312454	0.0	6.450464725494385	0.0
Chr3:55098606-55098606	3	55098606	55098606		null					Not found	0	0.0	2.088279962539673	0.0	0.0	0.0	0.0	6.2648396492004395	0.0
Chr3:55098607-55098607	3	55098607	55098607		null					Not found	0	0.0	2.088279962539673	0.0	0.0	0.0	0.0	6.2648396492004395	0.0
Chr3:55098608-55098608	3	55098608	55098608		null					Not found	0	0.0	2.088279962539673	0.0	0.0	0.0	0.0	6.2648396492004395	0.0
Chr3:55098609-55098609	3	55098609	55098609		null					Not found	0	0.0	2.057342290878296	0.0	0.0	0.0	0.0	6.172027111053467	0.0
Chr3:55098610-55098610	3	55098610	55098610		null					Not found	0	0.0	1.9490612745285034	0.0	0.0	0.0	0.0	5.847183704376221	0.0
Chr3:55098611-55098611	3	55098611	55098611		null					Not found	0	0.0	1.9490612745285034	0.0	0.0	0.0	0.0	5.847183704376221	0.0
Chr3:55098612-55098612	3	55098612	55098612		null					Not found	0	0.0	1.9490612745285034	0.0	0.0	0.0	0.0	5.847183704376221	0.0
Chr3:55098613-55098613	3	55098613	55098613		null					Not found	0	0.0	1.8717175722122192	0.0	0.0	0.0	0.0	5.615152835845947	0.0
Chr3:55098614-55098614	3	55098614	55098614		null					Not found	0	0.0	1.809842586517334	0.0	0.0	0.0	0.0	5.429527759552002	0.0
Chr3:55098615-55098615	3	55098615	55098615		null					Not found	0	0.0	1.809842586517334	0.0	0.0	0.0	0.0	5.429527759552002	0.0
Chr3:55098616-55098616	3	55098616	55098616		null					Not found	0	0.0	1.6087489128112793	0.0	0.0	0.0	0.0	4.826246738433838	0.0
Chr3:55098617-55098617	3	55098617	55098617		null					Not found	0	0.0	1.6087489128112793	0.0	0.0	0.0	0.0	4.826246738433838	0.0
Chr3:55098618-55098618	3	55098618	55098618		null					Not found	0	0.0	1.59328031539917	0.0	0.0	0.0	0.0	4.77984094619751	0.0
Chr3:55098619-55098619	3	55098619	55098619		null					Not found	0	0.0	1.577811598777771	0.0	0.0	0.0	0.0	4.733434677124023	0.0
Chr3:55098620-55098620	3	55098620	55098620		null					Not found	0	0.0	1.5623427629470825	0.0	0.0	0.0	0.0	4.687028408050537	0.0
Chr3:55098621-55098621	3	55098621	55098621		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098622-55098622	3	55098622	55098622		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098623-55098623	3	55098623	55098623		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098624-55098624	3	55098624	55098624		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098625-55098625	3	55098625	55098625		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098626-55098626	3	55098626	55098626		null					Not found	0	0.0	1.5468740463256836	0.0	0.0	0.0	0.0	4.640622138977051	0.0
Chr3:55098627-55098627	3	55098627	55098627		null					Not found	0	0.0	1.5314053297042847	0.0	0.0	0.0	0.0	4.5942158699035645	0.0
Chr3:55098628-55098628	3	55098628	55098628		null					Not found	0	0.0	1.5159364938735962	0.0	0.0	0.0	0.0	4.547809600830078	0.0
Chr3:55098629-55098629	3	55098629	55098629		null					Not found	0	0.0	1.5159364938735962	0.0	0.0	0.0	0.0	4.547809600830078	0.0
Chr3:55098630-55098630	3	55098630	55098630		null					Not found	0	0.0	1.5004677772521973	0.0	0.0	0.0	0.0	4.501403331756592	0.0
Chr3:55098631-55098631	3	55098631	55098631		null					Not found	0	0.0	1.4849990606307983	0.0	0.0	0.0	0.0	4.4549970626831055	0.0
Chr3:55098632-55098632	3	55098632	55098632		null					Not found	0	0.0	1.4695302248001099	0.0	0.0	0.0	0.0	4.408590793609619	0.0
Chr3:55098633-55098633	3	55098633	55098633		null					Not found	0	0.0	1.454061508178711	0.0	0.0	0.0	0.0	4.362184524536133	0.0
Chr3:55098634-55098634	3	55098634	55098634		null					Not found	0	0.0	1.3767179250717163	0.0	0.0	0.0	0.0	4.130153656005859	0.0
Chr3:55098635-55098635	3	55098635	55098635		null					Not found	0	0.0	1.3921866416931152	0.0	0.0	0.0	0.0	4.176559925079346	0.0
Chr3:55098636-55098636	3	55098636	55098636		null					Not found	0	0.0	1.3921866416931152	0.0	0.0	0.0	0.0	4.176559925079346	0.0
Chr3:55098637-55098637	3	55098637	55098637		null					Not found	0	0.0	1.3921866416931152	0.0	0.0	0.0	0.0	4.176559925079346	0.0
Chr3:55098638-55098638	3	55098638	55098638		null					Not found	0	0.0	1.3921866416931152	0.0	0.0	0.0	0.0	4.176559925079346	0.0
Chr3:55098639-55098639	3	55098639	55098639		null					Not found	0	0.0	1.3767179250717163	0.0	0.0	0.0	0.0	4.130153656005859	0.0
Chr3:55098640-55098640	3	55098640	55098640		null					Not found	0	0.0	1.3767179250717163	0.0	0.0	0.0	0.0	4.130153656005859	0.0
Chr3:55098641-55098641	3	55098641	55098641		null					Not found	0	0.0	1.3612490892410278	0.0	0.0	0.0	0.0	4.083747386932373	0.0
Chr3:55098642-55098642	3	55098642	55098642		null					Not found	0	0.0	1.3612490892410278	0.0	0.0	0.0	0.0	4.083747386932373	0.0
Chr3:55098643-55098643	3	55098643	55098643		null					Not found	0	0.0	1.3612490892410278	0.0	0.0	0.0	0.0	4.083747386932373	0.0
Chr3:55098644-55098644	3	55098644	55098644		null					Not found	0	0.0	1.33031165599823	0.0	0.0	0.0	0.0	3.9909350872039795	0.0
Chr3:55098645-55098645	3	55098645	55098645		null					Not found	0	0.0	1.1137492656707764	0.0	0.0	0.0	0.0	3.341247797012329	0.0
Chr3:55098646-55098646	3	55098646	55098646		null					Not found	0	0.0	1.0828118324279785	0.0	0.0	0.0	0.0	3.2484354972839355	0.0
Chr3:55098647-55098647	3	55098647	55098647		null					Not found	0	0.0	1.0828118324279785	0.0	0.0	0.0	0.0	3.2484354972839355	0.0
Chr3:55098648-55098648	3	55098648	55098648		null					Not found	0	0.0	1.0673431158065796	0.0	0.0	0.0	0.0	3.202029228210449	0.0
Chr3:55098649-55098649	3	55098649	55098649		null					Not found	0	0.0	1.0673431158065796	0.0	0.0	0.0	0.0	3.202029228210449	0.0
Chr3:55098650-55098650	3	55098650	55098650		null					Not found	0	0.0	1.0054681301116943	0.0	0.0	0.0	0.0	3.016404390335083	0.0
Chr3:55098651-55098651	3	55098651	55098651		null					Not found	0	0.0	0.9126556515693665	0.0	0.0	0.0	0.0	2.737967014312744	0.0
Chr3:55098652-55098652	3	55098652	55098652		null					Not found	0	0.0	0.9126556515693665	0.0	0.0	0.0	0.0	2.737967014312744	0.0
Chr3:55098653-55098653	3	55098653	55098653		null					Not found	0	0.0	0.8971869349479675	0.0	0.0	0.0	0.0	2.691560745239258	0.0
Chr3:55098654-55098654	3	55098654	55098654		null					Not found	0	0.0	0.8662495017051697	0.0	0.0	0.0	0.0	2.5987484455108643	0.0
Chr3:55098655-55098655	3	55098655	55098655		null					Not found	0	0.0	0.8662495017051697	0.0	0.0	0.0	0.0	2.5987484455108643	0.0
Chr3:55098656-55098656	3	55098656	55098656		null					Not found	0	0.0	0.8817181587219238	0.0	0.0	0.0	0.0	2.6451544761657715	0.0
Chr3:55098657-55098657	3	55098657	55098657		null					Not found	0	0.0	0.850780725479126	0.0	0.0	0.0	0.0	2.552342176437378	0.0
Chr3:55098658-55098658	3	55098658	55098658		null					Not found	0	0.0	0.8198432326316833	0.0	0.0	0.0	0.0	2.4595296382904053	0.0
Chr3:55098659-55098659	3	55098659	55098659		null					Not found	0	0.0	0.8043744564056396	0.0	0.0	0.0	0.0	2.413123369216919	0.0
Chr3:55098660-55098660	3	55098660	55098660		null					Not found	0	0.0	0.7424995303153992	0.0	0.0	0.0	0.0	2.2274985313415527	0.0
Chr3:55098661-55098661	3	55098661	55098661		null					Not found	0	0.0	0.7424995303153992	0.0	0.0	0.0	0.0	2.2274985313415527	0.0
Chr3:55098662-55098662	3	55098662	55098662		null					Not found	0	0.0	0.7115620970726013	0.0	0.0	0.0	0.0	2.134686231613159	0.0
Chr3:55098663-55098663	3	55098663	55098663		null					Not found	0	0.0	0.7115620970726013	0.0	0.0	0.0	0.0	2.134686231613159	0.0
Chr3:55098664-55098664	3	55098664	55098664		null					Not found	0	0.0	0.7115620970726013	0.0	0.0	0.0	0.0	2.134686231613159	0.0
Chr3:55098665-55098665	3	55098665	55098665		null					Not found	0	0.0	0.6960933208465576	0.0	0.0	0.0	0.0	2.088279962539673	0.0
Chr3:55098666-55098666	3	55098666	55098666		null					Not found	0	0.0	0.6960933208465576	0.0	0.0	0.0	0.0	2.088279962539673	0.0
Chr3:55098667-55098667	3	55098667	55098667		null					Not found	0	0.0	0.665155827999115	0.0	0.0	0.0	0.0	1.9954675436019897	0.0
Chr3:55098668-55098668	3	55098668	55098668		null					Not found	0	0.0	0.6496871113777161	0.0	0.0	0.0	0.0	1.9490612745285034	0.0
Chr3:55098669-55098669	3	55098669	55098669		null					Not found	0	0.0	0.665155827999115	0.0	0.0	0.0	0.0	1.9954675436019897	0.0
Chr3:55098670-55098670	3	55098670	55098670		null					Not found	0	0.0	0.6342183351516724	0.0	0.0	0.0	0.0	1.902655005455017	0.0
Chr3:55098671-55098671	3	55098671	55098671		null					Not found	0	0.0	0.6187496185302734	0.0	0.0	0.0	0.0	1.8562488555908203	0.0
Chr3:55098672-55098672	3	55098672	55098672		null					Not found	0	0.0	0.5878121256828308	0.0	0.0	0.0	0.0	1.7634364366531372	0.0
Chr3:55098673-55098673	3	55098673	55098673		null					Not found	0	0.0	0.6032808423042297	0.0	0.0	0.0	0.0	1.809842586517334	0.0
Chr3:55098674-55098674	3	55098674	55098674		null					Not found	0	0.0	0.6032808423042297	0.0	0.0	0.0	0.0	1.809842586517334	0.0
Chr3:55098675-55098675	3	55098675	55098675		null					Not found	0	0.0	0.5878121256828308	0.0	0.0	0.0	0.0	1.7634364366531372	0.0
Chr3:55098676-55098676	3	55098676	55098676		null					Not found	0	0.0	0.5723434090614319	0.0	0.0	0.0	0.0	1.7170301675796509	0.0
Chr3:55098677-55098677	3	55098677	55098677		null					Not found	0	0.0	0.5723434090614319	0.0	0.0	0.0	0.0	1.7170301675796509	0.0
Chr3:55098678-55098678	3	55098678	55098678		null					Not found	0	0.0	0.5568746328353882	0.0	0.0	0.0	0.0	1.6706238985061646	0.0
Chr3:55098679-55098679	3	55098679	55098679		null					Not found	0	0.0	0.5568746328353882	0.0	0.0	0.0	0.0	1.6706238985061646	0.0
Chr3:55098680-55098680	3	55098680	55098680		null					Not found	0	0.0	0.5709290504455566	0.0	0.0	0.0	0.042163264006376266	1.6706238985061646	0.0
Chr3:55098681-55098681	3	55098681	55098681		null					Not found	0	0.0	0.4626478850841522	0.0	0.0	0.0	0.042163264006376266	1.345780372619629	0.0
Chr3:55098682-55098682	3	55098682	55098682		null					Not found	0	0.0	0.4626478850841522	0.0	0.0	0.0	0.042163264006376266	1.345780372619629	0.0
Chr3:55098683-55098683	3	55098683	55098683		null					Not found	0	0.0	0.4317103922367096	0.0	0.0	0.0	0.042163264006376266	1.2529679536819458	0.0
Chr3:55098684-55098684	3	55098684	55098684		null					Not found	0	0.0	0.4317103922367096	0.0	0.0	0.0	0.042163264006376266	1.2529679536819458	0.0
Chr3:55098685-55098685	3	55098685	55098685		null					Not found	0	0.0	0.5160369277000427	0.0	0.0	0.0	0.29514285922050476	1.2529679536819458	0.0
